FLIGHT_CARRIER_CODE;FLIGHT_NUMBER;AIRCRAFT_TYPE
AF ;6243;320
AF ;6244;320
AF ;6246;319
AF ;6248;320
AF ;6249;320
AF ;6720;77X
AF ;6721;77X
AF ;6722;77X
AF ;6723;77X
AF ;6724;77X
AF ;6726;77X
AF ;6727;77X
AF ;6728;77X
AF ;6729;77X
AF ;6730;77X
AF ;6731;77X
AF ;6732;77X
AF ;6733;77X
AF ;6734;77X
AF ;6735;77X
AF ;6736;77X
AF ;6737;77X
AF ;6738;77X
AF ;6739;77X
AF ;6740;77X
AF ;6741;77X
AF ;6743;77X
AF ;6748;33X
AF ;6749;33X
AF ;6760;ABY
AF ;6762;ABY
AF ;6764;ABY
AF ;6766;ABY
AF ;6767;ABY
AF ;6900;77X
AF ;6901;77X
AF ;6902;77W
AF ;6903;77W
AF ;6904;77W
AF ;6905;77X
AF ;7112;BUS
AF ;7179;BUS
AF ;7181;BUS
AF ;7182;BUS
AF ;7183;BUS
AF ;7184;BUS
AF ;7185;BUS
AF ;7186;BUS
AF ;7187;BUS
AF ;7228;BUS
AF ;7300;320
AF ;7301;320
AF ;7302;321
AF ;7303;321
AF ;7304;321
AF ;7305;321
AF ;7306;321
AF ;7307;321
AF ;7308;321
AF ;7309;321
AF ;7310;320
AF ;7311;320
AF ;7312;321
AF ;7313;321
AF ;7314;320
AF ;7315;320
AF ;7316;320
AF ;7317;320
AF ;7318;321
AF ;7319;321
AF ;7320;321
AF ;7321;321
AF ;7330;321
AF ;7331;321
AF ;7332;321
AF ;7333;321
AF ;7334;321
AF ;7335;321
AF ;7336;321
AF ;7337;321
AF ;7338;321
AF ;7339;321
AF ;7340;223
AF ;7341;223
AF ;7342;321
AF ;7343;321
AF ;7344;321
AF ;7345;321
AF ;7350;320
AF ;7351;320
AF ;7358;320
AF ;7359;320
AF ;7360;320
AF ;7361;320
AF ;7362;321
AF ;7363;321
AF ;7364;321
AF ;7365;321
AF ;7366;321
AF ;7367;321
AF ;7368;321
AF ;7369;321
AF ;7370;320
AF ;7371;320
AF ;7372;223
AF ;7373;E70
AF ;7380;320
AF ;7381;320
AF ;7390;E90
AF ;7391;E90
AF ;7392;E90
AF ;7393;E90
AF ;7394;E90
AF ;7395;E90
AF ;7396;318
AF ;7397;318
AF ;7400;321
AF ;7401;321
AF ;7402;321
AF ;7403;321
AF ;7404;321
AF ;7405;321
AF ;7406;321
AF ;7407;321
AF ;7408;321
AF ;7409;321
AF ;7410;321
AF ;7411;321
AF ;7412;321
AF ;7413;321
AF ;7419;320
AF ;7420;320
AF ;7430;321
AF ;7431;321
AF ;7432;223
AF ;7433;223
AF ;7434;321
AF ;7435;321
AF ;7436;E90
AF ;7437;E90
AF ;7438;E90
AF ;7439;E90
AF ;7440;321
AF ;7441;321
AF ;7442;E90
AF ;7443;E90
AF ;7444;E90
AF ;7445;E90
AF ;7452;320
AF ;7453;320
AF ;7460;320
AF ;7461;320
AF ;7462;321
AF ;7463;321
AF ;7464;321
AF ;7465;321
AF ;7466;320
AF ;7467;320
AF ;7468;321
AF ;7469;321
AF ;7480;E90
AF ;7481;E90
AF ;7482;E90
AF ;7483;E90
AF ;7484;E90
AF ;7485;E90
AF ;7486;E90
AF ;7487;E90
AF ;7488;E90
AF ;7489;E90
AF ;7490;E90
AF ;7491;E90
AF ;7492;E90
AF ;7493;E90
AF ;7494;E90
AF ;7495;E90
AF ;7496;E90
AF ;7497;E90
AF ;7500;321
AF ;7501;321
AF ;7502;E90
AF ;7503;E90
AF ;7504;321
AF ;7505;321
AF ;7506;321
AF ;7507;321
AF ;7508;320
AF ;7509;320
AF ;7510;E90
AF ;7511;E90
AF ;7515;320
AF ;7516;320
AF ;7517;320
AF ;7518;321
AF ;7519;E90
AF ;7520;320
AF ;7521;320
AF ;7522;321
AF ;7523;321
AF ;7524;320
AF ;7525;320
AF ;7526;321
AF ;7527;223
AF ;7528;320
AF ;7529;321
AF ;7530;E90
AF ;7531;E90
AF ;7532;E90
AF ;7533;E90
AF ;7534;E90
AF ;7535;E90
AF ;7536;E70
AF ;7537;E70
AF ;7540;319
AF ;7541;319
AF ;7542;319
AF ;7543;319
AF ;7544;319
AF ;7545;319
AF ;7546;E90
AF ;7547;E90
AF ;7548;E90
AF ;7549;E90
AF ;7550;319
AF ;7551;319
AF ;7552;E90
AF ;7553;E90
AF ;7556;E70
AF ;7557;E70
AF ;7558;320
AF ;7559;320
AF ;7560;320
AF ;7561;320
AF ;7562;320
AF ;7563;320
AF ;7564;320
AF ;7565;320
AF ;7566;320
AF ;7567;320
AF ;7568;320
AF ;7569;320
AF ;7570;320
AF ;7571;320
AF ;7572;320
AF ;7573;320
AF ;7574;E70
AF ;7575;E70
AF ;7580;320
AF ;7581;320
AF ;7582;320
AF ;7583;320
AF ;7584;320
AF ;7585;320
AF ;7586;321
AF ;7587;321
AF ;7588;321
AF ;7589;321
AF ;7590;320
AF ;7591;320
AF ;7592;320
AF ;7593;320
AF ;7594;320
AF ;7595;320
AF ;7596;320
AF ;7597;320
AF ;7598;AT4
AF ;7599;AT4
AF ;7600;AT4
AF ;7601;AT4
AF ;7602;319
AF ;7603;319
AF ;7604;AT4
AF ;7605;AT4
AF ;7606;E90
AF ;7607;E90
AF ;7608;E90
AF ;7609;E90
AF ;7610;320
AF ;7611;320
AF ;7612;320
AF ;7613;320
AF ;7614;ER4
AF ;7615;ER4
AF ;7616;ER4
AF ;7617;ER4
AF ;7618;ER4
AF ;7619;ER4
AF ;7620;321
AF ;7621;321
AF ;7622;320
AF ;7623;321
AF ;7624;321
AF ;7625;321
AF ;7626;E70
AF ;7627;E70
AF ;7628;321
AF ;7629;320
AF ;7630;321
AF ;7631;321
AF ;7632;320
AF ;7633;E70
AF ;7634;320
AF ;7635;E90
AF ;7636;E90
AF ;7637;320
AF ;7638;319
AF ;7639;319
AF ;7640;320
AF ;7641;320
AF ;7643;223
AF ;7644;319
AF ;7645;319
AF ;7646;E90
AF ;7648;320
AF ;7649;E90
AF ;7650;E70
AF ;7651;320
AF ;7652;E70
AF ;7653;E70
AF ;7654;E70
AF ;7655;E90
AF ;7656;E90
AF ;7657;E90
AF ;7658;E90
AF ;7659;E70
AF ;7660;320
AF ;7662;320
AF ;7663;320
AF ;7664;320
AF ;7665;320
AF ;7666;319
AF ;7667;319
AF ;7669;320
AF ;7670;320
AF ;7671;E70
AF ;7673;320
AF ;7674;320
AF ;7675;320
AF ;7676;E70
AF ;7679;E70
AF ;7680;319
AF ;7681;320
AF ;7682;E90
AF ;7683;319
AF ;7684;320
AF ;7685;319
AF ;7686;319
AF ;7687;E90
AF ;7688;320
AF ;7689;320
AF ;7690;E70
AF ;7691;E70
AF ;7692;320
AF ;7693;320
AF ;7694;320
AF ;7695;320
AF ;7696;E90
AF ;7697;E90
AF ;7698;321
AF ;7699;321
AF ;7700;320
AF ;7701;320
AF ;7702;320
AF ;7703;320
AF ;7705;320
AF ;7706;320
AF ;7708;320
AF ;7709;320
AF ;7710;319
AF ;7711;321
AF ;7712;321
AF ;7713;319
AF ;7714;320
AF ;7715;320
AF ;7716;E70
AF ;7717;E70
AF ;7720;321
AF ;7721;320
AF ;7722;321
AF ;7723;321
AF ;7724;320
AF ;7725;223
AF ;7726;318
AF ;7727;320
AF ;7728;320
AF ;7729;320
AF ;7730;223
AF ;7731;223
AF ;7732;319
AF ;7733;320
AF ;7734;319
AF ;7735;319
AF ;7736;320
AF ;7737;319
AF ;7738;319
AF ;7739;E70
AF ;7740;E70
AF ;7741;320
AF ;7744;E70
AF ;7745;E70
AF ;7750;320
AF ;7751;E90
AF ;7752;E70
AF ;7753;E70
AF ;7754;319
AF ;7755;319
AF ;7756;E90
AF ;7757;E90
AF ;7758;E90
AF ;9302;E90
AF ;9303;E90
AF ;9340;E70
AF ;9341;E70
AF ;9342;E70
AF ;9343;E70
AF ;9344;E70
AF ;9345;E70
AF ;9346;E70
AF ;9347;E70
AF ;9348;E70
AF ;9349;E70
AF ;9350;E90
AF ;9351;E90
AF ;9352;E70
AF ;9353;E90
AF ;9354;E90
AF ;9355;E70
AF ;9356;E70
AF ;9357;E70
AF ;9358;E90
AF ;9370;E70
AF ;9371;E70
AF ;9372;E70
AF ;9373;E70
AF ;9374;E90
AF ;9375;E90
AF ;9385;E70
AF ;9392;E90
AF ;9393;319
AF ;9394;E90
AF ;9395;E90
AF ;9396;319
AF ;9397;E90
AF ;9398;E90
AF ;9399;E90
AF ;9400;E70
AF ;9401;E70
AF ;9402;E90
AF ;9403;E90
AF ;9404;320
AF ;9405;320
AF ;9406;320
AF ;9407;320
AF ;9408;E70
AF ;9409;E70
AF ;9410;E90
AF ;9411;E70
AF ;9412;E70
AF ;9413;E90
AF ;9414;E90
AF ;9415;E90
AF ;9416;E90
AF ;9417;E90
AF ;9418;E90
AF ;9419;E90
AF ;9420;319
AF ;9421;319
AF ;9422;320
AF ;9423;320
AF ;9424;E90
AF ;9425;E90
AF ;9426;E70
AF ;9427;E90
AF ;9428;E90
AF ;9429;E90
AF ;9431;E90
AF ;9432;E70
AF ;9433;E70
AF ;9434;E70
AF ;9435;E70
AF ;9436;E70
AF ;9437;E70
AF ;9440;319
AF ;9441;320
AF ;9448;E90
AF ;9449;E90
AF ;9450;E90
AF ;9451;E90
AF ;9452;E90
AF ;9454;E90
AF ;9455;E90
AF ;9456;E70
AF ;9457;E70
AF ;9458;E70
AF ;9459;E70
AF ;9460;320
AF ;9461;320
AF ;9464;E70
AF ;9465;E70
AF ;9466;E70
AF ;9467;E70
AF ;9468;318
AF ;9469;318
AF ;9480;E90
AF ;9481;E90
AF ;9994;BUS
AF ;9995;BUS
AF ;9996;BUS
AF ;9997;BUS
AF ;9998;BUS
